ftalk	stalk
on	own
aho	who
labor	labor
fight	fight
ife	life
breathe	breathe
for	for
llm	him
alone	alone
tile	tile
wolf	wolf
ln	in
trcat	treat
of	of
dog	dog
and	and
in	in
give	give
aneddotc	anecdote
of	of
tbeir	their
fagacity	sagacity
the	the
queftion	question
be	be
powerfully	powerfully
force	force
upon	upon
lnstinit	instinct
end	end
and	and
reason	reason
beglnf	hegins
tle	the
creat	great
dilference	difference
betwebn	between
animal	animal
and	and
puant	plant
be	be
tle	the
prefcnce	presence
of	of
tbe	the
mental	mental
svftem	system
or	for
we	we
think	think
tlat	that
whencver	whenever
a	a
dog	dog
or	or
any	any
other	other
animatcd	animated
creature	creature
fee	see
lcr	hear
or	or
rememher	remember
he	he
evinfe	evince
the	the
possession	possession
of	of
mind	mind
wlicb	which
be	be
another	another
term	term
for	for
tlc	the
action	action
of	of
the	the
brain	brain
and	and
ncrvoui	nervous
fvslm	system
the	the
term	term
inftinct	instinct
be	be
and	and
unsatifiadtorv	unsatisfactory
it	it
be	be
ths	the
dark	dark
hdingplace	hidingplace
of	of
all	all
who	who
do	do
not	not
or	or
care	care
not	not
to	to
tlink	think
for	for
it	it
hc	be
almft	almost
af	as
diffioull	difficult
to	to
feparate	separate
tle	the
act	act
of	of
inftinct	instinct
fiom	from
the	the
act	act
of	of
the	the
mind	mind
in	in
humau	human
being	being
as	as
it	it
he	be
in	in
tle	the
low	low
ordcr	order
of	of
animal	animal
every	every
create	create
thing	thing
tbat	that
have	have
a	a
have	have
a	a
memorv	memory
have	have
a	a
past	past
and	and
appy	apply
ts	its
cxperiende	experience
for	for
tle	the
benefit	benefit
l	of
its	its
future	future
happiueff	happiness
an	an
old	old
dog	dog
in	in
a	a
hc	be
as	as
cauticuf	cautious
of	of
hruin	bruin
f	s
tooih	tooth
as	as
an	an
old	old
brokcr	broker
be	be
ol	of
fusicious	suspicious
ftock	stock
and	and
both	both
acl	act
on	on
the	the
fame	same
principlc	principle
the	the
recohlcction	recollection
of	of
be	be
bite	bite
un	in
a	a
pmeviouf	previous
tranfaction	transaction
insedt	insect
a	a
hive	hive
and	and
its	its
every	every
e	e
of	of
tf	its
have	have
heen	heen
and	and
lhe	the
few	few
bee	bee
that	that
efcape	escape
tle	the
general	general
deftruction	destruction
wll	will
for	for
day	day
hover	hover
over	over
th	the
verv	very
fiot	spot
in	in
whifh	which
tbey	they
he	be
accustom	accustom
to	to
dcpsit	deposit
their	their
boney	honey
and	and
be	be
indefatigahle	indefatigable
in	in
try	try
to	to
hunt	hunt
up	up
thelr	their
old	old
home	home
ant	ant
havc	have
frlendfhip	friendship
and	and
antiatbv	antipathy
and	and
he	be
it	it
therefore	therefore
strange	strange
that	that
the	the
dog	dog
form	form
ior	for
tbe	the
companion	companion
of	of
man	man
fhnld	should
have	have
a	a
coircspondinghv	correspondingly
bigh	high
devchopment	development
of	of
mind	mind
le	he
be	be
tlerefore	therefore
inded	indeed
nielligent	intelligent
and	and
appear	appear
only	only
to	to
laok	lack
voice	voice
lo	to
geve	give
evidene	evidence
of	of
have	have
a	a
soul	soul
tbe	the
dog	dog
bc	be
grateful	grateful
clivalrous	chivalrous
patient	patient
under	under
adversty	adversity
and	and
thc	the
truc	true
of	of
lriend	friend
le	he
be	be
iubject	subject
to	to
fcafon	season
of	of
jovous	joyous
exhilaration	exhilaration
and	and
fit	fit
o	of
defpondeucv	despondency
he	he
appreciate	appreciate
refined	refined
focieiy	society
and	and
will	will
oftn	often
die	die
rather	rather
than	than
aceept	accept
thc	the
company	company
inferior	inferior
to	to
lif	his
caste	caste
ujon	upon
comprelend	comprehend
the	the
vahuc	value
of	of
have	have
a	a
uimb	limb
sct	set
hv	hy
a	a
furgeon	surgeon
he	he
can	can
impart	impart
lis	his
knowledge	knowledge
to	to
ls	his
fellow	fellow
dog	dog
and	and
hring	bring
the	the
unfortunate	unfortunate
of	of
hif	his
race	race
imp	limp
to	to
tle	the
dctor	doctor
f	s
cut	cut
int	into
hil	his
flcsh	flesh
to	to
removc	remove
a	a
tumor	tumor
and	and
amidft	amidst
his	his
paln	pain
give	give
fortl	forth
the	the
most	most
affect	affect
fgn	sign
od	of
gratitude	gratitude
be	he
do	do
a	a
thoufand	thousand
thing	thing
wlicl	which
ofteu	often
dilplay	display
even	even
more	more
capacmty	capacity
than	than
be	be
mauifest	manifest
hy	by
fome	some
of	of
the	the
nnfrtunate	unfortunate
fou	son
o	of
tbe	the
human	human
race	race
vhere	where
thciefoi	therefore
we	we
mepeat	repeat
do	do
reafon	reason
begin	begin
and	and
inftinct	instinct
end	end
what	what
he	be
tbe	the
intrinsic	intrinsic
difference	difference
between	between
carlo	carlo
and	and
neaton	newton
man	man
and	and
man	man
alne	alone
undeiftand	understand
the	the
jroperty	property
of	of
malter	matter
and	and
irom	from
inductiou	induction
af	as
well	well
af	as
explrieuce	experience
provde	provide
for	for
the	the
nedeffary	necessary
of	of
lile	life
in	in
all	all
thing	thing
ibicb	which
moft	most
difjiay	display
tle	the
fagacity	sagacity
of	of
anvmal	animal
man	man
be	be
hif	his
fupcrior	superior
in	in
endurance	endurance
bc	he
can	can
tire	tire
down	down
and	and
kill	kill
tle	the
horfe	horse
on	on
tbe	the
trail	trail
he	he
be	be
mor	more
fagafius	sagacious
than	than
th	the
hound	hound
bv	by
all	all
the	the
laa	law
of	of
uature	nature
le	he
fwm	swim
with	with
tle	the
ifh	fish
flv	fly
with	with
the	the
bird	bird
by	by
dlicate	delicate
instrument	instrument
he	he
rival	rival
tbe	the
infect	insect
in	in
the	the
knowlcdge	knowledge
of	of
tbe	the
cbange	change
in	in
the	the
atmofpbere	atmosphere
aud	and
by	by
arm	arm
be	he
overcomc	overcome
thc	the
fierce	fierce
bcaft	beast
of	of
prev	prey
thr	the
reafn	reason
of	of
by	by
we	we
may	may
wcll	well
repeat	repeat
remembrance	remembrance
and	and
refliftion	reflection
hw	how
alhied	allied
what	what
thin	thin
partition	partition
fense	sense
from	from
divde	divide
the	the
intlligcnce	intelligence
of	of
man	man
on	on
contrarv	contrary
have	have
n	no
iimit	limit
the	the
past	past
and	and
llc	the
prefent	present
cududt	conduct
him	him
int	into
tbe	the
future	future
and	and
hrein	herein
hh	he
so	so
immeaiurably	immeasurably
furpaff	surpass
tle	the
brutc	brute
crcation	creation
tle	the
quahity	quality
of	of
mind	mind
bc	be
tbe	the
same	same
lt	it
diffei	differ
only	only
in	in
ihe	the
extent	extent
john	john
randolph	randolph
who	who
be	be
the	the
of	of
metaplysician	metaphysician
fay	say
he	he
know	know
a	a
dog	dog
onc	once
that	that
in	in
pursuit	pursuit
of	of
llf	his
master	master
come	come
to	to
a	a
puace	place
ihere	where
three	three
road	road
hrancl	branch
off	off
tbe	the
dog	dog
run	run
doin	down
one	one
road	road
and	and
carefullv	carefully
fccnt	scent
tbe	the
earth	earth
then	then
run	run
dovn	down
tbe	the
scond	second
ioad	road
and	and
carefuhlv	carefully
fcent	scent
t	it
without	without
hefitation	hesitation
be	he
rapidly	rapidly
take	take
tbe	the
tbird	third
road	road
and	and
accomplifl	accomplish
hls	his
purpose	purpose
randoupl	randolph
sav	say
tle	the
argument	argument
in	in
the	the
dog	dog
s	s
mind	mind
be	be
af	as
follw	follow
mv	my
mafter	master
i	i
pcrceive	perceive
wbcn	when
le	he
come	come
to	to
these	these
lork	fork
do	do
not	not
takc	take
eiihcr	either
of	of
the	the
tio	two
road	road
m	i
examine	examine
thercfore	therefore
lie	lie
muft	must
lave	have
take	take
the	the
third	third
cffort	effort
of	of
the	the
reasoning	reasoning
poaer	power
in	in
giv	give
portrait	portrait
and	and
history	history
oi	of
dog	dog
ve	we
shall	shall
commence	commence
with	with
the	the
low	low
grade	grade
of	of
the	the
rac	race
and	and
procced	proceed
ln	to
thofe	those
juftly	justly
remarkable	remarkable
for	for
tbeir	their
reafoning	reasoning
hower	power
the	the
bulh	bull
dog	dog
be	be
tb	the
mosl	most
brutah	brutal
and	and
tl	the
leaft	least
intelligenl	intelligent
of	of
itf	its
spefief	species
itf	its
depreffcd	depressed
forcbead	forehead
its	its
jaw	jaw
and	and
bloodfhot	bloodshot
eye	eye
unitc	unite
in	in
form	form
tle	the
very	very
perfonlficatlon	personification
of	of
the	the
savage	savage
althougl	although
capable	capable
oi	of
fom	some
attachment	attachment
t	it
can	can
not	not
be	be
ielv	rely
upon	upon
ns	ns
a	a
friend	friend
fo	so
utterlv	utterly
without	without
intellect	intellect
be	be
tbe	the
courage	courage
of	of
the	the
bul	bull
dog	dog
tlat	that
it	it
vill	will
altack	attack
auy	any
thing	thing
that	that
give	give
offenfe	offense
tlif	this
dog	dog
bive	have
ncver	never
be	be
a	a
pet	pet
n	in
the	the
united	united
ftate	state
hnt	but
in	in
england	england
amng	among
a	a
large	large
cals	class
df	df
fitizen	citizen
lt	it
be	be
carefullv	carefully
raise	raise
and	and
empuoy	employ
in	in
that	that
find	find
no	no
paralleu	parallel
for	for
brutality	brutality
ln	in
any	any
other	other
country	country
favage	savage
or	or
refincd	refined
in	in
thefe	these
tbe	the
dog	dog
while	while
faften	fasten
to	to
the	the
nofe	nose
of	of
fome	some
unfortunate	unfortunate
bull	bull
lave	have
have	have
one	one
leg	leg
after	after
anothcr	another
cut	cut
off	off
witl	with
a	a
kuile	knife
to	to
test	test
its	its
conrage	courage
thc	the
rural	rural
population	population
and	and
by	by
the	the
tilc	tile
hopeless	hopeless
task	task
of	of
spring	spring
at	at
evciy	every
perfn	person
who	who
pasf	pass
aloug	along
either	either
n	on
pleafure	pleasure
or	or
bufineff	business
the	the
owner	owner
firft	first
mate	mate
of	of
tbe	the
veffel	vessel
would	would
fit	sit
for	for
hour	hour
and	and
dtail	detail
the	the
wonderfuu	wonderful
deed	deed
of	of
thif	this
mighty	mighty
dog	dog
frovd	crowd
of	of
idler	idler
daly	daily
dolhect	collect
and	and
tlere	there
ftand	stand
tbe	the
her	hero
or	or
ratldr	rather
there	there
ravc	rave
tbe	the
iusane	insane
creatuie	creature
at	at
the	the
muhtitude	multitude
eacb	each
individual	individual
lndulge	indulge
tbc	the
vague	vague
hopc	hope
thal	that
le	he
would	would
prefently	presently
break	break
loose	loose
and	and
ich	pitch
lnto	into
fomebody	somebody
and	and
llus	thus
fhow	show
bf	his
proweff	prowess
among	among
the	the
idher	idler
be	be
an	an
indian	indian
wbo	who
occafionally	occasionally
viflt	visit
the	the
cily	city
and	and
make	make
a	a
fev	few
pence	pence
bv	by
fboot	shoot
an	an
arrow	arrow
at	at
pennv	penny
ftick	stick
in	in
the	the
end	end
ol	of
a	a
ftick	stick
ion	upon
the	the
very	very
appearanc	appearance
oi	of
the	the
indian	indian
thc	the
bull	bull
dog	dog
bc	be
particularly	particularly
violent	violent
greatly	greatly
to	to
the	the
amufement	amusement
of	of
tle	the
cllov	fellow
vho	who
takc	take
a	a
maliciouf	malicious
pleasnre	pleasure
in	in
urritate	irritate
th	the
animal	animal
the	the
maftiff	mastiff
the	the
mate	mate
finally	finally
iuterfere	interfere
and	and
tell	tell
the	the
indian	indian
to	to
go	go
avav	away
let	lest
tbe	the
dog	dog
might	might
break	break
as	as
thc	the
popular	popular
vatcbdog	watchdog
tle	the
indan	indian
not	not
tbe	the
leamt	least
england	england
in	in
the	the
early	early
time	time
and	and
altract	attract
lhe	the
alarmcd	alarmed
in	in
hroken	broken
englifl	english
annunce	announce
to	to
the	the
attentlon	attention
of	of
her	her
roman	roman
conqueror	conqueror
who	who
tlat	that
f	if
tle	the
dog	dog
be	be
hring	bring
dowu	down
to	to
tle	the
cd	ed
thc	the
moft	most
powerful	powerful
and	and
fend	send
them	them
to	to
tbc	the
ground	ground
and	and
chan	chain
to	to
a	a
post	post
he	he
would	would
lor	for
five	five
elernal	eternal
city	city
where	where
thv	they
enact	enact
promincnt	prominent
dollar	dollar
figbt	fight
the	the
dog	dog
witl	with
nothing	nothing
but	but
his	his
land	hand
and	and
bloody	bloody
part	part
n	in
the	the
amphitheaire	amphitheatre
n	in
tootl	tooth
tbe	the
money	money
hc	be
raife	raise
and	and
the	the
mate	mate
ing	ing
doin	down
wild	wild
beast	beast
and	and
luman	human
victim	victim
cxpresf	express
much	much
reluctauce	reluctance
at	at
the	the
idea	idea
f	of
for	for
the	the
amufement	amusement
of	of
tbe	the
population	population
the	the
bavc	have
tbe	the
indian	indian
kill	kill
biing	bring
the	the
dog	dog
down	down
maltmff	mastiff
bc	be
deeply	deeply
attacl	attach
to	to
ls	his
maftcr	master
hut	but
the	the
fbip	ship
and	and
aftn	fasten
him	him
to	to
a	a
poft	post
the	the
to	to
ftrangei	stranger
his	his
heai	hear
mult	must
be	be
very	very
indian	indian
put	put
awav	away
hif	his
bow	bow
and	and
arrow	arrow
his	his
knie	knife
finc	fine
for	for
he	he
inftantlv	instantly
distingufl	distinguish
between	between
the	the
lav	lay
hif	his
neck	neck
bare	bare
the	the
honfehohd	household
which	which
be	he
fleevc	sleeve
a	a
ring	ring
be	be
frm	form
and	and
the	the
battle	battle
guard	guard
and	and
intruder	intruder
and	and
vill	will
announce	announce
by	by
hif	his
commence	commence
fharp	sharp
bark	bark
lhe	the
arrvah	arrival
of	of
the	the
burglar	burglar
or	or
thief	thief
the	the
tle	the
indlau	indian
approadh	approach
tle	the
dog	dog
crawl	crawl
on	on
instant	instant
they	they
touul	touch
tle	the
piemise	premise
bowever	however
cautious	cautious
all	all
ourf	fours
hark	bark
and	and
growl	growl
as	as
if	if
he	he
be	be
one	one
they	they
may	may
he	be
the	the
vhen	when
treat	treat
with	with
himfdli	himself
the	the
bull	bull
dog	dog
mcanwhile	meanwhile
jump	jump
and	and
kndneff	kindness
become	become
affectonate	affectionate
and	and
lntelligent	intelligent
fum	fume
at	at
tbe	the
end	end
of	of
hif	his
chain	chain
gnafl	gnash
lis	his
tooth	tooth
without	without
lofe	lose
anv	any
of	of
its	its
qualitv	quality
as	as
a	a
valuable	valuable
foam	foam
at	at
the	the
moutl	mouth
whilc	while
hif	his
cyc	eye
beam	beam
guardian	guardian
ol	of
prperty	property
livlng	living
fire	fire
witl	with
irritation	irritation
tle	the
indian	indian
however	however
the	the
terficr	terrier
he	be
a	a
fmall	small
delicat	delicate
dog	dog
fome	some
of	of
kcep	keep
up	up
hls	his
pantomime	pantomime
and	and
giaguallv	gradually
bring	bring
lhcm	them
be	be
of	of
cxquisite	exquisite
symmetry	symmetry
thy	they
he	be
face	face
in	in
fearlul	fearful
proximity	proximity
to	to
lhe	the
dog	dog
s	s
toth	tooth
mous	mous
for	for
tbeir	their
courage	courage
and	and
also	also
for	for
theli	their
mate	mate
now	now
interfere	interfere
or	for
he	he
fee	feel
confident	confident
almofl	almost
eqnal	equal
hut	but
tlc	the
croid	crowd
have	have
ment	ment
tbv	they
be	be
great	great
pet	pet
with	with
voung	young
people	people
and	and
join	join
in	in
the	the
fporl	sport
of	of
the	the
jnvenile	juvenile
witb	with
a	a
glee	glee
that	that
he	be
quite	quite
inlpire	inspire
terrler	terrier
feem	seem
to	to
bave	have
be	be
defign	design
cipecially	especially
to	to
kill	kill
rat	rat
foi	for
they	they
be	be
indefatigable	indefatigable
in	in
their	their
pursuit	pursuit
and	and
will	will
do	do
an	an
incrcdihle	incredible
amount	amount
of	of
hard	hard
lahor	labor
to	to
uneartb	unearth
tle	the
vermin	vermin
tler	their
courage	courage
be	be
wonderfuh	wonderful
thcy	they
attafk	attack
tle	the
fox	fox
and	and
the	the
otter	otter
iu	in
thelr	their
hle	hole
and	and
geneially	generally
comc	come
off	off
viclor	victor
on	on
jne	one
ccaion	occasion
we	we
be	be
n	in
a	a
bear	hear
lunt	hunt
and	and
among	among
the	the
pack	pack
of	of
ftout	stout
hound	hound
be	be
a	a
little	little
terrer	terrier
that	that
run	run
off	off
from	from
the	the
plantation	plantation
and	and
apparcntly	apparently
out	out
of	of
pnre	pure
mifclief	mischief
koep	keep
up	up
wth	with
the	the
run	run
dog	dog
bruin	bruin
be	be
finahlv	finally
brng	bring
to	to
hay	hay
and	and
wlen	when
the	the
huntcr	hunter
come	come
up	up
tlev	they
flnd	find
bim	him
on	on
lis	his
hindleg	hindleg
tbe	the
hound	hound
form	form
a	a
circle	circle
at	at
a	a
refpectfnl	respectful
distance	distance
from	from
him	him
wlile	while
the	the
ridioulouf	ridiculous
littlc	little
terrier	terrier
be	be
inflse	inside
of	of
tge	the
ring	ring
fnarl	snarl
and	and
grovl	growl
aud	and
ocfafionallv	occasionally
render	render
the	the
bear	bear
perfectly	perfectly
infane	insane
with	with
furv	fury
hv	by
attempt	attempt
to	to
dcftroy	destroy
rat	rat
be	be
ilhuftrate	illustrate
hv	by
exhihition	exhibition
wlere	where
a	a
dog	dog
be	be
match	match
io	to
kill	kill
a	a
certain	certain
numbr	number
of	of
rat	rat
in	in
a	a
give	give
time	time
a	a
ring	ring
be	be
jreparc	prepare
the	the
vermiu	vermin
be	be
bring	bring
in	in
bag	bag
and	and
lo	to
the	the
amount	amount
of	of
a	a
hundred	hundred
put	put
into	into
it	it
th	the
dog	dog
be	be
then	then
fet	set
over	over
the	the
railing	railing
the	the
ferofionf	ferocious
animal	animal
when	when
escape	escape
impoffihlc	impossible
wihl	will
turn	turn
en	en
mafle	masse
on	on
the	the
dog	dog
and	and
feize	seize
bold	hold
of	of
bim	him
and	and
hang	hang
on	on
unlil	until
thc	the
terrinr	terrier
f	s
head	head
and	and
fhoulder	shoulder
fcorca	scorca
be	be
abfoluteuy	absolutely
conceal	conceal
from	from
viev	view
meanilile	meanwhile
the	the
courageous	courageous
littie	little
dreatnie	creature
vith	with
immenfe	immense
rapidity	rapidity
and	and
certainty	certainty
felect	select
hif	his
victlm	victim
and	and
give	give
them	them
a	a
fingle	single
bitc	bite
in	in
the	the
loin	loin
cntinue	continue
his	his
iork	work
until	until
aul	all
the	the
rat	rat
be	be
dead	dead
finifh	finish
tle	the
bundred	hundred
in	in
sevcn	seven
or	or
eight	eight
mnute	minute
tle	the
fotch	scotch
terrer	terrier
be	be
fimilai	similar
in	in
habit	habit
to	to
tbe	the
onc	one
auready	already
notice	notice
but	but
very	very
diffcrent	different
in	in
pcrfonal	personal
appearance	appearance
hif	his
lair	hair
be	be
long	long
and	and
airy	wiry
conceal	conceal
his	his
eye	eye
and	and
fymmetry	symmetry
of	of
form	form
the	the
prinmpal	principal
beauty	beauty
of	of
some	some
oi	of
thefe	these
coarsehaircd	coarsehaired
terrier	terrier
confst	consist
and	and
can	can
appeal	appeal
to	to
every	every
one	one
for	for
fvmjathv	sympathy
on	on
the	the
poetieal	poetical
principl	principle
that	that
handsome	handsome
b	be
wlo	who
handfome	handsome
do	do
the	the
greylund	greyhound
be	be
the	the
fleet	fleet
of	of
all	all
dog	dog
bis	his
orm	form
indicate	indicate
hif	his
power	power
of	of
speed	speed
be	be
morc	more
hight	light
and	and
airy	airy
than	than
even	even
tle	the
deer	deer
bc	he
bc	be
principaulv	principally
ufe	use
in	in
courle	course
when	when
be	he
chafe	chase
hy	by
slght	sight
tle	the
hare	hare
over	over
tbe	the
open	open
country	country
the	the
fpeed	speed
of	of
the	the
greyhound	greyhound
bc	be
verv	very
litlle	little
infcrior	inferior
to	to
tbe	the
besl	best
lorfe	horse
